case_id,block_qualname,label,is_downstream,compile_neg_count,compile_pos_count,static_neg_count,static_pos_count,exec_neg_count,exec_pos_count,llm_neg_count,llm_pos_count,critic_neg_count,critic_pos_count,compile_neg_weight_sum,compile_pos_weight_sum,static_neg_weight_sum,static_pos_weight_sum,exec_neg_weight_sum,exec_pos_weight_sum,llm_neg_weight_sum,llm_pos_weight_sum,critic_neg_weight_sum,critic_pos_weight_sum,cyclomatic,loc,depth,n_params,log_cyclomatic,log_loc,static_exec_interaction,static_critic_interaction,exec_critic_interaction,llm_critic_interaction
search:boundary:2,count_range,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:boundary:2,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:boundary:3,lower_bound,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,0.066,-0.12276000000000001,-0.16740000000000002,-0.272975428145942
search:boundary:3,contains,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.209,0.12232000000000001,-0.5282,0.39768782161235006
search:boundary:3,count_range,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:boundary:3,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:arithmetic:0,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.85,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.187,-0.12276000000000001,0.47430000000000005,-0.272975428145942
search:arithmetic:0,contains,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.0,0.12232000000000001,-0.0,0.39768782161235006
search:arithmetic:0,count_range,1,1,0,1,0,1,0,0,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.0,-0.10472,0.0,-0.34967215958369463
search:arithmetic:0,insert_sorted,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.0,0.12892,-0.0,0.4594950936663693
search:arithmetic:1,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:arithmetic:1,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.06182000000000001,0.12232000000000001,-0.15623600000000004,0.39768782161235006
search:arithmetic:1,count_range,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.06182000000000001,-0.10472,0.133756,-0.34967215958369463
search:arithmetic:1,insert_sorted,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.06182000000000001,0.12892,-0.164666,0.4594950936663693
search:arithmetic:2,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.85,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.187,-0.12276000000000001,0.47430000000000005,-0.272975428145942
search:arithmetic:2,contains,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.0,0.12232000000000001,-0.0,0.39768782161235006
search:arithmetic:2,count_range,1,1,0,1,0,1,0,0,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.0,-0.10472,0.0,-0.34967215958369463
search:arithmetic:2,insert_sorted,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.0,0.12892,-0.0,0.4594950936663693
search:arithmetic:3,lower_bound,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,0.066,-0.12276000000000001,-0.16740000000000002,-0.272975428145942
search:arithmetic:3,contains,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,0.066,0.12232000000000001,0.1668,0.39768782161235006
search:arithmetic:3,count_range,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.209,-0.10472,0.45219999999999994,-0.34967215958369463
search:arithmetic:3,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:offbyone:0,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:offbyone:0,contains,1,1,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,0.066,0.12232000000000001,0.1668,0.39768782161235006
search:offbyone:0,count_range,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:offbyone:0,insert_sorted,1,1,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:offbyone:1,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.85,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.187,-0.12276000000000001,0.47430000000000005,-0.272975428145942
search:offbyone:1,contains,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.0,0.12232000000000001,-0.0,0.39768782161235006
search:offbyone:1,count_range,1,1,0,1,0,1,0,0,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.0,-0.10472,0.0,-0.34967215958369463
search:offbyone:1,insert_sorted,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.0,0.12892,-0.0,0.4594950936663693
search:offbyone:2,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:offbyone:2,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.209,0.12232000000000001,-0.5282,0.39768782161235006
search:offbyone:2,count_range,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.209,-0.10472,0.45219999999999994,-0.34967215958369463
search:offbyone:2,insert_sorted,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.785,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.17270000000000002,0.12892,-0.46001,0.4594950936663693
search:swapargs:0,lower_bound,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:swapargs:0,contains,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.744,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.16368,0.12232000000000001,-0.41366400000000003,0.39768782161235006
search:swapargs:0,count_range,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:swapargs:0,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:swapargs:1,lower_bound,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:swapargs:1,contains,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,0.066,0.12232000000000001,0.1668,0.39768782161235006
search:swapargs:1,count_range,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.744,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.16368,-0.10472,0.35414399999999996,-0.34967215958369463
search:swapargs:1,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:swapargs:2,lower_bound,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:swapargs:2,contains,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,0.066,0.12232000000000001,0.1668,0.39768782161235006
search:swapargs:2,count_range,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.744,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.16368,-0.10472,0.35414399999999996,-0.34967215958369463
search:swapargs:2,insert_sorted,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:swapargs:3,lower_bound,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:swapargs:3,contains,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,0.066,0.12232000000000001,0.1668,0.39768782161235006
search:swapargs:3,count_range,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:swapargs:3,insert_sorted,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.744,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.16368,0.12892,-0.435984,0.4594950936663693
search:undefined_name:0,lower_bound,0,0,0,1,2,0,1,0,0,1,1,0,0.0,0.1,1.32,0.0,0.95,0.0,0.0,0.47601476014760147,0.558,0.0,3,10,2,2,1.0986122886681098,2.3978952727983707,1.254,0.7365600000000001,0.5301,-0.26561623616236163
search:undefined_name:0,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.06182000000000001,0.12232000000000001,-0.15623600000000004,0.39768782161235006
search:undefined_name:0,count_range,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.06182000000000001,-0.10472,0.133756,-0.34967215958369463
search:undefined_name:0,insert_sorted,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.06182000000000001,0.12892,-0.164666,0.4594950936663693
search:wrong_arg_count:0,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.47601476014760147,0.558,0.0,3,10,2,2,1.0986122886681098,2.3978952727983707,-0.209,-0.12276000000000001,0.5301,-0.26561623616236163
search:wrong_arg_count:0,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.06182000000000001,0.12232000000000001,-0.15623600000000004,0.39768782161235006
search:wrong_arg_count:0,count_range,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.06182000000000001,-0.10472,0.133756,-0.34967215958369463
search:wrong_arg_count:0,insert_sorted,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.06182000000000001,0.12892,-0.164666,0.4594950936663693
search:import_error:0,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.47601476014760147,0.558,0.0,3,10,2,2,1.0986122886681098,2.3978952727983707,-0.209,-0.12276000000000001,0.5301,-0.26561623616236163
search:import_error:0,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.06182000000000001,0.12232000000000001,-0.15623600000000004,0.39768782161235006
search:import_error:0,count_range,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.06182000000000001,-0.10472,0.133756,-0.34967215958369463
search:import_error:0,insert_sorted,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.281,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.06182000000000001,0.12892,-0.164666,0.4594950936663693
search:syntax:0,lower_bound,0,0,1,0,0,0,0,0,0,1,1,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.4609203798392987,0.558,0.0,1,27,0,0,0.0,3.332204510175204,0.0,0.0,0.0,-0.25719357195032866
text:arithmetic:0,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:arithmetic:0,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:arithmetic:0,initials,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:arithmetic:0,truncate,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.5515903801396429,0.458,0.0,3,7,1,2,1.0986122886681098,2.0794415416798357,-0.209,-0.10076,0.4351,-0.25262839410395643
text:arithmetic:0,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:arithmetic:1,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:arithmetic:1,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:arithmetic:1,initials,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:arithmetic:1,truncate,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.5515903801396429,0.458,0.0,3,7,1,2,1.0986122886681098,2.0794415416798357,-0.209,-0.10076,0.4351,-0.25262839410395643
text:arithmetic:1,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:offbyone:0,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:offbyone:0,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:offbyone:0,initials,0,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:offbyone:0,truncate,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.5515903801396429,0.458,0.0,3,7,1,2,1.0986122886681098,2.0794415416798357,-0.209,-0.10076,0.4351,-0.25262839410395643
text:offbyone:0,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:offbyone:2,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:offbyone:2,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:offbyone:2,initials,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:offbyone:2,truncate,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.5515903801396429,0.458,0.0,3,7,1,2,1.0986122886681098,2.0794415416798357,-0.209,-0.10076,0.4351,-0.25262839410395643
text:offbyone:2,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:dropguard:0,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:dropguard:0,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:dropguard:0,initials,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:dropguard:0,truncate,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.639344262295082,0.0,0.48,2,5,1,2,0.6931471805599453,1.791759469228055,-0.209,0.1056,-0.45599999999999996,0.30688524590163935
text:dropguard:0,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:dropguard:1,normalize,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.066,0.10736,0.1464,0.40823507805325987
text:dropguard:1,words,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,0.09856000000000001,0.1344,0.3421234567901235
text:dropguard:1,initials,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.12804,-0.17459999999999998,-0.4444550264550265
text:dropguard:1,truncate,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.639344262295082,0.0,0.48,2,5,1,2,0.6931471805599453,1.791759469228055,-0.209,0.1056,-0.45599999999999996,0.30688524590163935
text:dropguard:1,title_case,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,0.066,-0.11836,-0.16140000000000002,-0.41085361552028227
text:undefined_name:0,normalize,0,0,0,1,2,0,1,0,0,1,0,1,0.0,0.1,1.32,0.0,0.95,0.0,0.0,0.8165304268846503,0.0,0.488,1,3,0,1,0.0,1.3862943611198906,1.254,-0.6441600000000001,-0.46359999999999996,0.3984668483197093
text:undefined_name:0,words,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.497,0.0,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,-0.10934,0.09856000000000001,-0.222656,0.3421234567901235
text:undefined_name:0,initials,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.299,0.0,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,-0.06577999999999999,-0.12804,0.17401799999999998,-0.4444550264550265
text:undefined_name:0,truncate,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.299,0.0,0.0,0.5515903801396429,0.458,0.0,3,7,1,2,1.0986122886681098,2.0794415416798357,-0.06577999999999999,-0.10076,0.136942,-0.25262839410395643
text:undefined_name:0,title_case,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.25,0.0,0.0,0.7636684303350971,0.538,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,-0.055,-0.11836,0.1345,-0.41085361552028227
text:wrong_arg_count:0,normalize,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.8165304268846503,0.0,0.488,1,3,0,1,0.0,1.3862943611198906,-0.209,0.10736,-0.46359999999999996,0.3984668483197093
text:wrong_arg_count:0,words,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.497,0.0,0.0,0.7636684303350971,0.0,0.448,2,2,0,1,0.6931471805599453,1.0986122886681098,-0.10934,0.09856000000000001,-0.222656,0.3421234567901235
text:wrong_arg_count:0,initials,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.299,0.0,0.0,0.7636684303350971,0.582,0.0,2,2,0,1,0.6931471805599453,1.0986122886681098,-0.06577999999999999,-0.12804,0.17401799999999998,-0.4444550264550265
