case_id,block_qualname,label,is_downstream,compile_neg_count,compile_pos_count,static_neg_count,static_pos_count,exec_neg_count,exec_pos_count,llm_neg_count,llm_pos_count,critic_neg_count,critic_pos_count,compile_neg_weight_sum,compile_pos_weight_sum,static_neg_weight_sum,static_pos_weight_sum,exec_neg_weight_sum,exec_pos_weight_sum,llm_neg_weight_sum,llm_pos_weight_sum,critic_neg_weight_sum,critic_pos_weight_sum,cyclomatic,loc,depth,n_params,log_cyclomatic,log_loc,static_exec_interaction,static_critic_interaction,exec_critic_interaction,llm_critic_interaction
stats:arithmetic:1,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:arithmetic:1,variance,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.785,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.2355,0.147,0.38465,-0.2971485943775099
stats:arithmetic:1,stddev,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:arithmetic:1,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.285,0.1692,0.5357999999999999,-0.3023594470046082
stats:arithmetic:1,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.785,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.17270000000000002,-0.0946,0.33755,-0.35971533516988063
stats:arithmetic:2,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:arithmetic:2,variance,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,-0.09,0.147,-0.147,-0.2971485943775099
stats:arithmetic:2,stddev,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:arithmetic:2,zscores,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.285,0.1692,0.5357999999999999,-0.3023594470046082
stats:arithmetic:2,summarize,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.0946,-0.129,-0.35971533516988063
stats:offbyone:1,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:offbyone:1,variance,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.785,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.2355,0.147,0.38465,-0.2971485943775099
stats:offbyone:1,stddev,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:offbyone:1,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.285,0.1692,0.5357999999999999,-0.3023594470046082
stats:offbyone:1,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.785,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.17270000000000002,-0.0946,0.33755,-0.35971533516988063
stats:offbyone:2,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:offbyone:2,variance,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.785,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.2355,0.147,0.38465,-0.2971485943775099
stats:offbyone:2,stddev,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:offbyone:2,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.285,0.1692,0.5357999999999999,-0.3023594470046082
stats:offbyone:2,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.785,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.17270000000000002,-0.0946,0.33755,-0.35971533516988063
stats:offbyone:3,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:offbyone:3,variance,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,-0.09,0.147,-0.147,-0.2971485943775099
stats:offbyone:3,stddev,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:offbyone:3,zscores,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.285,0.1692,0.5357999999999999,-0.3023594470046082
stats:offbyone:3,summarize,1,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.374,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.08228,-0.0946,0.16082,-0.35971533516988063
stats:dropguard:0,mean,0,0,0,1,1,0,1,0,0,1,0,1,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.8365472910927456,0.0,0.488,1,2,0,1,0.0,1.0986122886681098,0.285,-0.1464,-0.46359999999999996,0.40823507805325987
stats:dropguard:0,variance,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.374,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.1122,0.147,0.18326,-0.2971485943775099
stats:dropguard:0,stddev,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:dropguard:0,zscores,1,1,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,-0.09,0.1692,-0.1692,-0.3023594470046082
stats:dropguard:0,summarize,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.0946,-0.129,-0.35971533516988063
stats:dropguard:1,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:dropguard:1,variance,0,0,0,1,1,0,1,0,0,1,0,1,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.7452006980802794,0.0,0.448,2,3,0,1,0.6931471805599453,1.3862943611198906,0.285,-0.1344,-0.4256,0.33384991273996517
stats:dropguard:1,stddev,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:dropguard:1,zscores,1,1,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,-0.09,0.1692,-0.1692,-0.3023594470046082
stats:dropguard:1,summarize,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.0946,-0.129,-0.35971533516988063
stats:dropguard:2,mean,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6835016835016836,0.452,0.0,2,4,1,1,0.6931471805599453,1.6094379124341003,-0.09,0.1356,-0.1356,-0.308942760942761
stats:dropguard:2,variance,1,0,0,1,1,0,0,1,0,1,1,0,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,-0.09,0.147,-0.147,-0.2971485943775099
stats:dropguard:2,stddev,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.10472,-0.14279999999999998,-0.3981965105601469
stats:dropguard:2,zscores,0,0,0,1,1,0,1,0,0,1,0,1,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.7271157167530227,0.0,0.48,2,4,0,1,0.6931471805599453,1.6094379124341003,0.285,-0.144,-0.45599999999999996,0.34901554404145085
stats:dropguard:2,summarize,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,0.066,-0.0946,-0.129,-0.35971533516988063
stats:undefined_name:0,mean,0,0,0,1,3,0,1,0,0,1,1,0,0.0,0.1,1.62,0.0,0.95,0.0,0.0,0.6666666666666667,0.452,0.0,2,5,1,1,0.6931471805599453,1.791759469228055,1.539,0.7322400000000001,0.4294,-0.3013333333333334
stats:undefined_name:0,variance,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.497,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.14909999999999998,0.147,0.24353,-0.2971485943775099
stats:undefined_name:0,stddev,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.374,0.0,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,-0.08228,-0.10472,0.178024,-0.3981965105601469
stats:undefined_name:0,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.25,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.075,0.1692,0.141,-0.3023594470046082
stats:undefined_name:0,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.25,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.055,-0.0946,0.1075,-0.35971533516988063
stats:wrong_arg_count:0,mean,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.6666666666666667,0.452,0.0,2,5,1,1,0.6931471805599453,1.791759469228055,0.285,0.1356,0.4294,-0.3013333333333334
stats:wrong_arg_count:0,variance,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.497,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.14909999999999998,0.147,0.24353,-0.2971485943775099
stats:wrong_arg_count:0,stddev,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.374,0.0,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,-0.08228,-0.10472,0.178024,-0.3981965105601469
stats:wrong_arg_count:0,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.25,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.075,0.1692,0.141,-0.3023594470046082
stats:wrong_arg_count:0,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.25,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.055,-0.0946,0.1075,-0.35971533516988063
stats:import_error:0,mean,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.95,0.0,0.0,0.6666666666666667,0.452,0.0,2,5,1,1,0.6931471805599453,1.791759469228055,0.285,0.1356,0.4294,-0.3013333333333334
stats:import_error:0,variance,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.497,0.0,0.0,0.6064257028112447,0.49,0.0,3,5,1,1,1.0986122886681098,1.791759469228055,0.14909999999999998,0.147,0.24353,-0.2971485943775099
stats:import_error:0,stddev,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.374,0.0,0.0,0.8365472910927456,0.476,0.0,1,2,0,1,0.0,1.0986122886681098,-0.08228,-0.10472,0.178024,-0.3981965105601469
stats:import_error:0,zscores,1,1,0,1,1,0,1,0,0,1,1,0,0.0,0.1,0.3,0.0,0.25,0.0,0.0,0.5360983102918586,0.564,0.0,4,6,1,1,1.3862943611198906,1.9459101490553132,0.075,0.1692,0.141,-0.3023594470046082
stats:import_error:0,summarize,1,1,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.25,0.0,0.0,0.8365472910927456,0.43,0.0,1,2,0,1,0.0,1.0986122886681098,-0.055,-0.0946,0.1075,-0.35971533516988063
stats:syntax:0,mean,0,0,1,0,0,0,0,0,0,1,1,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.43575017946877237,0.874,0.0,1,29,0,0,0.0,3.4011973816621555,0.0,0.0,0.0,-0.38084565685570704
search:boundary:0,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.85,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.187,-0.12276000000000001,0.47430000000000005,-0.272975428145942
search:boundary:0,contains,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.0,0.12232000000000001,-0.0,0.39768782161235006
search:boundary:0,count_range,1,1,0,1,0,1,0,0,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,-0.0,-0.10472,0.0,-0.34967215958369463
search:boundary:0,insert_sorted,1,1,0,1,0,1,0,0,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,-0.0,0.12892,-0.0,0.4594950936663693
search:boundary:1,lower_bound,0,0,0,1,0,1,1,0,0,1,1,0,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,-0.209,-0.12276000000000001,0.5301,-0.272975428145942
search:boundary:1,contains,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.209,0.12232000000000001,-0.5282,0.39768782161235006
search:boundary:1,count_range,1,1,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.7346053772766694,0.476,0.0,1,4,0,3,0.0,1.6094379124341003,0.066,-0.10472,-0.14279999999999998,-0.34967215958369463
search:boundary:1,insert_sorted,1,1,0,1,0,1,0,1,0,1,0,1,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.784121320249777,0.0,0.586,1,3,0,2,0.0,1.3862943611198906,0.066,0.12892,0.17579999999999998,0.4594950936663693
search:boundary:2,lower_bound,1,0,0,1,0,1,0,1,0,1,1,0,0.0,0.1,0.0,0.22,0.0,0.3,0.0,0.48920327624720783,0.558,0.0,3,9,2,2,1.0986122886681098,2.302585092994046,0.066,-0.12276000000000001,-0.16740000000000002,-0.272975428145942
search:boundary:2,contains,0,0,0,1,0,1,1,0,0,1,0,1,0.0,0.1,0.0,0.22,0.95,0.0,0.0,0.7152658662092626,0.0,0.556,2,3,0,2,0.6931471805599453,1.3862943611198906,-0.209,0.12232000000000001,-0.5282,0.39768782161235006
